hot,images,int,labels,path
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[231 200 156]
  [232 203 159]
  [234 203 156]
  ...
  [171 181  78]
  [164 172  69]
  [171 177  82]]

 [[227 201 144]
  [228 194 146]
  [230 193 156]
  ...
  [164 169  78]
  [188 194 109]
  [180 192 104]]

 [[220 199 130]
  [206 188 119]
  [227 190 160]
  ...
  [182 180 100]
  [200 191 124]
  [208 196 128]]

 ...

 [[152 158 137]
  [102 100  57]
  [154 159 140]
  ...
  [136 143 100]
  [161 166 141]
  [154 157 125]]

 [[175 165 157]
  [142 154 122]
  [110 120  51]
  ...
  [125 119  73]
  [115 100  65]
  [146 141 110]]

 [[138 134 114]
  [ 85  78  47]
  [117 110 100]
  ...
  [129 127  78]
  [153 158 118]
  [ 99  89  40]]]",9,n9,input/training/n9/n9066.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[178 228 113]
  [178 229 110]
  [167 219 109]
  ...
  [131 183  69]
  [131 183  76]
  [125 180  76]]

 [[186 234 115]
  [186 234 115]
  [177 230 113]
  ...
  [130 183  68]
  [128 182  73]
  [132 186  87]]

 [[186 237 111]
  [186 236 113]
  [185 234 112]
  ...
  [145 201  77]
  [140 197  80]
  [145 200  94]]

 ...

 [[105  97  86]
  [ 76  68  55]
  [119 111  93]
  ...
  [119 150 116]
  [119 150 115]
  [115 147 107]]

 [[ 74  66  55]
  [100  92  79]
  [107  98  82]
  ...
  [113 145 107]
  [113 145 105]
  [112 143 103]]

 [[ 87  79  68]
  [125 117 104]
  [107 101  87]
  ...
  [108 141 100]
  [109 142  99]
  [108 142  99]]]",9,n9,input/training/n9/n9114.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[142 161 164]
  [ 59  83  34]
  [120 136  87]
  ...
  [ 21  28  26]
  [ 63  64  30]
  [ 74  76  25]]

 [[232 228 254]
  [ 53  73  55]
  [ 87 100  68]
  ...
  [ 10  11  15]
  [ 44  48  34]
  [ 71  77  34]]

 [[253 254 255]
  [ 44  57  48]
  [103 105 102]
  ...
  [ 29  30  35]
  [ 61  69  58]
  [ 75  85  58]]

 ...

 [[  1   4   4]
  [  0   8   7]
  [  0   8   7]
  ...
  [137 140 141]
  [ 99 100  95]
  [126 134 120]]

 [[ 13  22  21]
  [  5  13  13]
  [  1   9   9]
  ...
  [ 61  63  62]
  [129 127 114]
  [ 96 108  94]]

 [[ 29  33  34]
  [ 12  20  19]
  [  1  10   9]
  ...
  [ 33  35  32]
  [ 93  98  65]
  [130 139 136]]]",9,n9,input/training/n9/n9062.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[ 62  65  27]
  [ 40  38   7]
  [ 88  81  50]
  ...
  [ 62  98   3]
  [ 57  90   1]
  [ 78 107  56]]

 [[ 37  45   8]
  [ 82  86  45]
  [119 113  76]
  ...
  [ 62  91   2]
  [ 52  70   5]
  [ 54  71  14]]

 [[103 131  79]
  [104 137  83]
  [ 98 132  74]
  ...
  [ 66  91   2]
  [ 60  77   7]
  [ 84  98  49]]

 ...

 [[ 45  71   2]
  [ 36  56  19]
  [ 37  54  28]
  ...
  [ 33  54   5]
  [ 72  93  42]
  [ 35  50   6]]

 [[ 53  74   6]
  [ 51  67  22]
  [ 29  37  14]
  ...
  [ 30  51   1]
  [ 29  48   2]
  [ 35  55   3]]

 [[ 51  70   9]
  [ 29  38   7]
  [ 17  17   3]
  ...
  [ 29  49   1]
  [ 29  48   3]
  [ 33  53   0]]]",9,n9,input/training/n9/n9023.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[ 90 137  91]
  [ 88 135  89]
  [ 89 135  88]
  ...
  [137 213 122]
  [138 215 122]
  [143 217 132]]

 [[ 89 137  87]
  [ 86 133  86]
  [ 86 131  85]
  ...
  [129 205 114]
  [134 210 119]
  [138 213 130]]

 [[ 87 133  85]
  [ 81 128  81]
  [ 77 127  78]
  ...
  [126 201 107]
  [129 202 112]
  [133 208 125]]

 ...

 [[118 137 117]
  [118 137 118]
  [115 137 114]
  ...
  [115  70  67]
  [146 109 103]
  [160 114 108]]

 [[109 127 111]
  [110 129 110]
  [109 128 106]
  ...
  [119  77  83]
  [150 104 102]
  [166 123 117]]

 [[100 121 101]
  [103 122 103]
  [108 126 102]
  ...
  [141 103 101]
  [167 123 117]
  [186 145 143]]]",9,n9,input/training/n9/n9043.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[139 156 168]
  [185 202 217]
  [210 220 235]
  ...
  [ 28  27  20]
  [ 22  18  15]
  [ 30  29  23]]

 [[114 132 142]
  [165 181 198]
  [200 211 228]
  ...
  [ 26  26  18]
  [ 21  21  16]
  [ 33  33  24]]

 [[ 55  67  27]
  [ 60  72  45]
  [ 96 112 121]
  ...
  [ 29  25  19]
  [ 28  29  24]
  [ 28  29  20]]

 ...

 [[  1   1   1]
  [  0   0   0]
  [  1   1   1]
  ...
  [ 45  59  15]
  [ 56  65  14]
  [ 71  79   2]]

 [[  1   1   2]
  [  2   3   1]
  [  1   0   0]
  ...
  [ 46  55  37]
  [ 40  52  36]
  [ 44  54  31]]

 [[  1   1   1]
  [ 21  14  13]
  [ 51  46  32]
  ...
  [ 37  47  25]
  [ 36  45  26]
  [ 42  50  31]]]",9,n9,input/training/n9/n9129.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[210 213 207]
  [168 178 167]
  [ 52  70  41]
  ...
  [132 148 116]
  [ 45  69  16]
  [ 87 115  50]]

 [[232 219 224]
  [219 218 218]
  [190 205 186]
  ...
  [214 217 203]
  [162 178 129]
  [ 73  97  22]]

 [[225 221 219]
  [221 219 222]
  [218 221 214]
  ...
  [219 224 205]
  [142 161 107]
  [ 81 109  31]]

 ...

 [[151 185  91]
  [170 203 128]
  [ 73 108  47]
  ...
  [232 224 221]
  [232 224 221]
  [232 224 221]]

 [[147 179 118]
  [ 88 122  70]
  [ 49  81  31]
  ...
  [231 223 220]
  [231 223 220]
  [231 223 220]]

 [[ 62 103  41]
  [ 49  90  31]
  [ 49  88  32]
  ...
  [229 221 218]
  [229 221 218]
  [229 221 218]]]",9,n9,input/training/n9/n9131.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[153 160 166]
  [169 181 173]
  [177 195 171]
  ...
  [183 187 188]
  [171 173 174]
  [158 159 161]]

 [[171 172 178]
  [169 175 171]
  [172 186 168]
  ...
  [174 175 177]
  [148 149 151]
  [136 136 138]]

 [[173 171 175]
  [164 164 166]
  [166 172 166]
  ...
  [177 177 179]
  [150 150 152]
  [142 140 143]]

 ...

 [[103 101 104]
  [131 130 128]
  [114 115 109]
  ...
  [107 105 110]
  [101  99 104]
  [ 99  96 102]]

 [[100  97 101]
  [144 142 141]
  [118 118 114]
  ...
  [105 103 108]
  [104 102 107]
  [100  98 103]]

 [[140 141 143]
  [142 143 147]
  [111 112 117]
  ...
  [103 101 106]
  [106 104 109]
  [102 100 105]]]",9,n9,input/training/n9/n9144.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[139 175  75]
  [ 74 107  17]
  [ 32  59   0]
  ...
  [ 66  64   3]
  [ 89  87  46]
  [ 87 113   0]]

 [[ 72 122   0]
  [ 79 120  15]
  [ 97 128  33]
  ...
  [ 73  76   0]
  [ 55  62   1]
  [ 90 143   0]]

 [[ 39  69   0]
  [ 58  92  10]
  [ 49  78   0]
  ...
  [ 94  93   7]
  [ 49  54   2]
  [ 77 136   0]]

 ...

 [[129 143  74]
  [ 87  95  38]
  [ 82  87  26]
  ...
  [104 163  14]
  [ 95 115  18]
  [ 79  94   8]]

 [[ 84  74   9]
  [103 102  37]
  [ 84  86  27]
  ...
  [123 172  27]
  [ 84 103  10]
  [162 179  82]]

 [[ 89  84  29]
  [ 76  77  18]
  [ 81  76  33]
  ...
  [ 86 105   9]
  [104 161  22]
  [103 117  32]]]",9,n9,input/training/n9/n9035.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[253 255 209]
  [105 151  40]
  [197 217 108]
  ...
  [230 242 164]
  [223 240 150]
  [202 210  96]]

 [[246 255 151]
  [ 83 111   2]
  [106 144  19]
  ...
  [245 248 176]
  [251 248 218]
  [235 236 180]]

 [[203 239  44]
  [ 73 109   2]
  [ 82 106   1]
  ...
  [254 254 254]
  [253 255 240]
  [236 210 158]]

 ...

 [[131 146  77]
  [130 141  74]
  [119 136  63]
  ...
  [116 109  15]
  [126 113  27]
  [146 129  36]]

 [[135 166  17]
  [186 199  34]
  [110 105  16]
  ...
  [205 187 109]
  [226 207 140]
  [228 205 126]]

 [[141 117  85]
  [157 143  54]
  [210 187  79]
  ...
  [220 201 135]
  [223 200 148]
  [185 162  64]]]",9,n9,input/training/n9/n9046.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[ 18  44   7]
  [ 39 102  15]
  [194 215 177]
  ...
  [ 94 135 101]
  [100 141 114]
  [103 142 113]]

 [[ 23  46  17]
  [ 37 102  16]
  [ 53  71  41]
  ...
  [101 134 111]
  [100 129 107]
  [100 136 106]]

 [[ 97 157  84]
  [107 148 110]
  [179 222 161]
  ...
  [ 97 136 106]
  [ 94 128 101]
  [ 88 122  98]]

 ...

 [[223 241 237]
  [126 133  88]
  [ 46  84  33]
  ...
  [ 60  88  37]
  [ 76  97  58]
  [137 123  96]]

 [[214 207 193]
  [ 43  48  41]
  [ 60  97  49]
  ...
  [ 42  79  33]
  [ 96  86  74]
  [ 63  53  42]]

 [[ 72  68  53]
  [ 32  51  57]
  [ 55  90  61]
  ...
  [ 90 108 100]
  [ 76  94  70]
  [ 71 123  67]]]",9,n9,input/training/n9/n9117.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[175 174 179]
  [182 181 186]
  [194 194 198]
  ...
  [196 206 202]
  [188 199 190]
  [198 211 200]]

 [[187 186 191]
  [196 195 200]
  [200 199 204]
  ...
  [207 212 217]
  [211 219 222]
  [205 215 214]]

 [[192 191 196]
  [204 203 208]
  [201 201 205]
  ...
  [203 206 213]
  [218 223 229]
  [224 231 237]]

 ...

 [[108  82  68]
  [232 231 220]
  [185 168 158]
  ...
  [239 226 218]
  [243 229 218]
  [242 226 211]]

 [[176 150 139]
  [160 175 171]
  [206 201 201]
  ...
  [235 221 212]
  [233 216 201]
  [230 212 192]]

 [[221 212 197]
  [241 220 216]
  [207 197 183]
  ...
  [235 224 211]
  [233 213 197]
  [232 206 185]]]",9,n9,input/training/n9/n9142.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[ 35  57  24]
  [ 95 130  88]
  [ 63 116  42]
  ...
  [ 83 145  59]
  [ 82 143  64]
  [ 69 135  45]]

 [[ 50  71  15]
  [ 87 109  98]
  [ 63 103  56]
  ...
  [120 180  78]
  [146 195 165]
  [128 192 109]]

 [[ 34  53   5]
  [112 131 114]
  [ 76 105  69]
  ...
  [ 99 161  36]
  [ 77 131  53]
  [ 78 141  55]]

 ...

 [[ 72 117  39]
  [142 188  88]
  [ 46  85  48]
  ...
  [  9  89  17]
  [ 30  84   3]
  [ 59 120  23]]

 [[ 49  92  48]
  [ 73 117  77]
  [ 26  65  36]
  ...
  [ 32  71  30]
  [ 48  89  18]
  [123 178  67]]

 [[ 80 130  27]
  [ 92 136  87]
  [ 76 115  82]
  ...
  [ 50  88  47]
  [125 161  65]
  [137 193  77]]]",9,n9,input/training/n9/n9140.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[  9  12   3]
  [ 13  16   5]
  [ 16  20   5]
  ...
  [ 71 101  59]
  [ 66  98  53]
  [ 57  90  42]]

 [[  9  12   5]
  [ 12  15   4]
  [ 15  19   4]
  ...
  [ 75 103  63]
  [ 65  96  54]
  [ 56  88  41]]

 [[ 10  13   6]
  [ 12  15   6]
  [ 15  19   5]
  ...
  [ 77 105  65]
  [ 66  94  56]
  [ 56  87  45]]

 ...

 [[147 167  97]
  [222 219 222]
  [ 58  65  29]
  ...
  [232 232 230]
  [201 208 190]
  [231 231 230]]

 [[216 215 216]
  [124 137 105]
  [ 51  61  26]
  ...
  [236 236 234]
  [234 234 233]
  [190 195 171]]

 [[190 199 174]
  [ 53  63  26]
  [ 54  64  29]
  ...
  [233 233 233]
  [196 200 190]
  [197 205 184]]]",9,n9,input/training/n9/n9047.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[221 238 254]
  [221 239 253]
  [221 239 253]
  ...
  [228 246 255]
  [230 249 255]
  [224 243 250]]

 [[221 238 254]
  [221 239 253]
  [221 239 253]
  ...
  [228 243 253]
  [225 244 251]
  [228 249 252]]

 [[221 238 254]
  [221 239 253]
  [221 239 253]
  ...
  [227 241 251]
  [228 247 254]
  [235 248 249]]

 ...

 [[222 134  76]
  [ 82  52  51]
  [ 15   8   9]
  ...
  [120  94  84]
  [ 29  26  21]
  [ 21  19   7]]

 [[ 97  56  34]
  [ 17  13   9]
  [  5   6  17]
  ...
  [  5   9  16]
  [ 43  38  27]
  [ 45  39  28]]

 [[  7   6   5]
  [  7  10  13]
  [112  79  59]
  ...
  [  1   4   6]
  [131 103  72]
  [139 112  68]]]",9,n9,input/training/n9/n9130.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[ 39  46  34]
  [ 39  47  27]
  [ 33  39  25]
  ...
  [ 68  82  44]
  [120 118  88]
  [165 151 126]]

 [[ 43  54  30]
  [ 72  87  48]
  [ 66  81  41]
  ...
  [118 130  54]
  [179 173 109]
  [165 138  93]]

 [[ 70  86  49]
  [109 130  75]
  [121 144  86]
  ...
  [204 177 132]
  [200 174 146]
  [ 45  22  12]]

 ...

 [[  2  12   1]
  [ 25  36  10]
  [ 35  45  22]
  ...
  [115 152  55]
  [111 143  73]
  [ 96 126  69]]

 [[  5  13   1]
  [ 23  36   6]
  [ 28  41  12]
  ...
  [125 163  45]
  [114 149  54]
  [118 151  66]]

 [[  8  15   6]
  [ 21  34   8]
  [ 28  42  12]
  ...
  [143 160  25]
  [142 161  22]
  [151 176  18]]]",9,n9,input/training/n9/n9052.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[ 76 111  16]
  [ 68 107  17]
  [ 67 106  24]
  ...
  [123 151  79]
  [ 96 121  41]
  [ 53  77  31]]

 [[ 70 108  15]
  [ 60  98  12]
  [ 54  93  14]
  ...
  [ 73  96  45]
  [ 54  81  42]
  [ 52  82  43]]

 [[ 65 104  16]
  [ 60  96  13]
  [ 50  87  12]
  ...
  [ 97 139 115]
  [ 53  82  41]
  [ 62  87  30]]

 ...

 [[ 96 105 124]
  [ 72  80  96]
  [ 84  88 106]
  ...
  [196 205 106]
  [226 243 105]
  [223 241  77]]

 [[110 118 133]
  [ 77  84  99]
  [ 98 103 121]
  ...
  [164 171  62]
  [231 245 107]
  [232 245 103]]

 [[ 88  97 112]
  [ 90  96 111]
  [ 90  95 113]
  ...
  [156 164  63]
  [215 230  77]
  [237 249 104]]]",9,n9,input/training/n9/n9065.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[240 240 244]
  [ 30  29  25]
  [ 41  37  37]
  ...
  [156 165 145]
  [188 198 190]
  [190 174 157]]

 [[244 245 247]
  [ 50  49  45]
  [ 55  51  50]
  ...
  [166 176 134]
  [184 195 166]
  [182 175 147]]

 [[240 241 241]
  [ 71  70  65]
  [ 57  53  50]
  ...
  [162 173 105]
  [183 194 134]
  [176 178 129]]

 ...

 [[ 62  77  70]
  [170 185 181]
  [167 181 181]
  ...
  [ 46  52  45]
  [185 196 179]
  [247 247 245]]

 [[ 47  60  51]
  [118 131 124]
  [171 183 180]
  ...
  [153 161 126]
  [156 167 132]
  [241 241 242]]

 [[ 41  52  39]
  [ 45  57  45]
  [ 96 107  99]
  ...
  [107 118  51]
  [152 161 104]
  [ 62  65  70]]]",9,n9,input/training/n9/n9027.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[247 244 252]
  [253 250 255]
  [253 252 255]
  ...
  [255 250 252]
  [248 254 246]
  [253 252 255]]

 [[254 255 253]
  [253 253 250]
  [248 250 240]
  ...
  [246 255 235]
  [241 255 233]
  [251 255 250]]

 [[247 252 243]
  [245 247 234]
  [155 161 137]
  ...
  [ 35  80  18]
  [ 37  81  25]
  [ 52  73  47]]

 ...

 [[253 255 255]
  [247 247 236]
  [215 214 186]
  ...
  [115 116  98]
  [ 95  98  78]
  [150 153 140]]

 [[254 255 255]
  [248 247 237]
  [122 116  90]
  ...
  [113 114  95]
  [ 91  94  75]
  [141 141 131]]

 [[254 255 255]
  [248 247 236]
  [ 83  76  50]
  ...
  [103 100  81]
  [ 95  96  78]
  [119 121 108]]]",9,n9,input/training/n9/n9158.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[159 183 206]
  [145 175 197]
  [ 92 105 120]
  ...
  [ 70  62  44]
  [ 91  73  53]
  [162 121  64]]

 [[145 166 195]
  [154 178 204]
  [164 183 213]
  ...
  [ 61  48  32]
  [ 86  75  55]
  [ 76  65  66]]

 [[137 157 186]
  [146 169 200]
  [162 182 212]
  ...
  [ 45  36  27]
  [ 72  55  37]
  [ 66  62  47]]

 ...

 [[ 81  74  59]
  [138 106  57]
  [107  70  17]
  ...
  [146 170 196]
  [148 173 200]
  [105 134 166]]

 [[ 65  68  55]
  [ 80  98 113]
  [145 107 109]
  ...
  [144 168 194]
  [147 171 197]
  [120 149 181]]

 [[ 65  65  56]
  [ 63  68  55]
  [ 86 114 144]
  ...
  [146 167 194]
  [149 169 196]
  [138 162 191]]]",9,n9,input/training/n9/n9048.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[ 75 136  88]
  [ 32 113  11]
  [ 69 134  66]
  ...
  [ 93 133  93]
  [ 93 107  75]
  [ 98 108  80]]

 [[ 70 125  64]
  [ 41 110  16]
  [ 77 134  93]
  ...
  [101 144 117]
  [103 123  99]
  [ 93 109  77]]

 [[ 53 116  27]
  [ 80 136  65]
  [ 67 125  83]
  ...
  [100 137 105]
  [ 89 108  83]
  [111 129 105]]

 ...

 [[148 161 135]
  [122 137  43]
  [ 83  95  24]
  ...
  [133 138 131]
  [110 118 103]
  [ 82  93  85]]

 [[135 186 171]
  [149 146  66]
  [130 126  90]
  ...
  [110 119 102]
  [ 94  96 106]
  [126 129 124]]

 [[146 195 175]
  [130 128 116]
  [141 134 114]
  ...
  [137 145 130]
  [ 86  93  88]
  [ 83  90  73]]]",9,n9,input/training/n9/n9054.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[179 162 132]
  [180 154 134]
  [159 137 118]
  ...
  [126 145 114]
  [139 147 127]
  [107 129  91]]

 [[186 158 130]
  [170 149 129]
  [155 137 119]
  ...
  [117 141 104]
  [125 142 118]
  [160 165 149]]

 [[179 157 129]
  [162 143 119]
  [161 142 122]
  ...
  [122 155 111]
  [155 184 138]
  [131 137 115]]

 ...

 [[160 163 115]
  [150 174  94]
  [175 173 137]
  ...
  [ 92  98  76]
  [107 123 100]
  [122 133 109]]

 [[165 166 126]
  [128 154  52]
  [155 161 107]
  ...
  [103 105  82]
  [125 135 112]
  [109 135  84]]

 [[140 161  76]
  [148 171  76]
  [158 167  87]
  ...
  [124 116  96]
  [160 167 140]
  [121 144  91]]]",9,n9,input/training/n9/n917.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[147 178 128]
  [164 182 130]
  [203 198 120]
  ...
  [ 18  29  14]
  [ 37  41  52]
  [ 65  70  65]]

 [[155 178 117]
  [165 183 126]
  [197 200 113]
  ...
  [ 19  15   7]
  [116 122 134]
  [114 120 113]]

 [[152 168  85]
  [155 173  99]
  [194 190 102]
  ...
  [121 126 110]
  [139 138 137]
  [106 101 111]]

 ...

 [[184 166  61]
  [107 106  14]
  [ 93 103   2]
  ...
  [140 159  67]
  [179 189  88]
  [210 205 106]]

 [[218 193  36]
  [ 71  83  27]
  [ 78  82  20]
  ...
  [152 185 124]
  [176 183  88]
  [234 223  99]]

 [[129 121  15]
  [ 90  88  31]
  [ 87  95  13]
  ...
  [174 197 198]
  [128 156  32]
  [144 151  30]]]",9,n9,input/training/n9/n9037.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[168 173 150]
  [158 168 144]
  [148 159 137]
  ...
  [171 165 136]
  [169 159 130]
  [164 159 138]]

 [[168 167 144]
  [163 164 143]
  [148 152 133]
  ...
  [178 173 144]
  [173 162 134]
  [166 161 141]]

 [[180 172 149]
  [175 170 149]
  [154 151 132]
  ...
  [169 164 135]
  [178 167 139]
  [166 161 140]]

 ...

 [[213 215 202]
  [212 209 197]
  [214 212 195]
  ...
  [219 220 203]
  [227 221 209]
  [228 229 212]]

 [[203 208 197]
  [207 202 190]
  [207 208 194]
  ...
  [228 228 202]
  [226 222 199]
  [223 229 206]]

 [[203 212 202]
  [229 224 211]
  [218 222 208]
  ...
  [222 223 206]
  [228 230 213]
  [227 239 226]]]",9,n9,input/training/n9/n9153.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[ 61  62   0]
  [ 38  44   0]
  [ 30  40   0]
  ...
  [110  96  52]
  [ 48  43   0]
  [ 52  49   0]]

 [[ 63  53   0]
  [ 36  43   0]
  [ 27  34   0]
  ...
  [106  90  17]
  [ 44  34   1]
  [ 44  52   0]]

 [[ 38  37   0]
  [ 26  39   0]
  [153 146  61]
  ...
  [ 94  68  26]
  [ 32  30   0]
  [ 48  53   1]]

 ...

 [[190 151 104]
  [216 205  91]
  [ 53  39   5]
  ...
  [ 81  63  19]
  [ 81  64   4]
  [ 44  43   4]]

 [[247 254 204]
  [214 220 167]
  [ 57  46   0]
  ...
  [ 71  43  10]
  [ 81  49   4]
  [ 81  90  23]]

 [[214 230  48]
  [247 248 122]
  [214 213  73]
  ...
  [ 64  47   3]
  [ 43  36   3]
  [ 96  77  16]]]",9,n9,input/training/n9/n9045.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[213 190 159]
  [217 194 163]
  [220 197 166]
  ...
  [126 160 103]
  [130 162  99]
  [126 162  98]]

 [[185 159 126]
  [195 171 137]
  [200 177 145]
  ...
  [128 163 117]
  [124 160  99]
  [139 172 126]]

 [[151 129  88]
  [173 154 114]
  [185 164 122]
  ...
  [133 167 135]
  [133 170 130]
  [144 179 149]]

 ...

 [[ 88  73  39]
  [ 86  71  40]
  [ 80  66  37]
  ...
  [163 158 128]
  [151 146 116]
  [140 131 102]]

 [[ 92  75  45]
  [ 94  75  45]
  [ 92  73  43]
  ...
  [151 146 113]
  [165 162 132]
  [155 150 120]]

 [[109  90  57]
  [114  94  61]
  [114  91  59]
  ...
  [150 144 110]
  [141 129  97]
  [149 140 107]]]",9,n9,input/training/n9/n9128.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[ 73  84  19]
  [ 71  79  31]
  [130 136 104]
  ...
  [126 144  34]
  [112 129  25]
  [ 89 103  18]]

 [[247 251 227]
  [250 253 235]
  [248 249 237]
  ...
  [104 118  30]
  [ 91 105  15]
  [ 74  86   8]]

 [[255 253 253]
  [254 255 242]
  [241 243 229]
  ...
  [172 178 131]
  [ 68  76  13]
  [ 69  79   4]]

 ...

 [[120 118  68]
  [132 132  80]
  [102 102  63]
  ...
  [115 127  67]
  [121 136  73]
  [122 141  75]]

 [[194 192 177]
  [165 166 134]
  [113 115  81]
  ...
  [103 116  60]
  [106 120  61]
  [105 119  58]]

 [[107 112  78]
  [188 192 165]
  [113 119  83]
  ...
  [ 88 101  47]
  [ 90 103  48]
  [ 87 101  43]]]",9,n9,input/training/n9/n9022.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[ 65 107  57]
  [ 70 114  60]
  [ 74 114  61]
  ...
  [ 46  80   5]
  [ 37  72   5]
  [ 34  71  12]]

 [[ 74 111  65]
  [ 67 107  55]
  [ 82 121  67]
  ...
  [ 51  87  13]
  [ 47  80  10]
  [ 34  71   4]]

 [[ 51  93  45]
  [ 57  99  41]
  [ 73 109  61]
  ...
  [ 43  81   3]
  [ 45  81   6]
  [ 34  73   7]]

 ...

 [[108 120  84]
  [ 97 106  76]
  [205 219 138]
  ...
  [100 132  64]
  [ 97 131  54]
  [ 87 121  45]]

 [[207 223  91]
  [104 114  52]
  [ 87  94  78]
  ...
  [ 95 133  48]
  [ 88 121  31]
  [ 71 113  29]]

 [[ 62  91  45]
  [ 64  80  47]
  [102 107  98]
  ...
  [ 77 114  24]
  [ 68 100  14]
  [ 65 102  14]]]",9,n9,input/training/n9/n9053.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[ 80  99  70]
  [ 75  96  66]
  [ 83 107  76]
  ...
  [ 35  65  72]
  [ 49  80  82]
  [ 35  68  55]]

 [[ 80 100  73]
  [ 66  88  60]
  [ 70  94  67]
  ...
  [  5  27  34]
  [  7  33  31]
  [ 22  54  36]]

 [[ 55  78  49]
  [ 36  60  33]
  [ 39  63  40]
  ...
  [  3  23  24]
  [ 22  45  37]
  [ 52  81  56]]

 ...

 [[ 18  51  30]
  [  9  38  16]
  [ 38  59  43]
  ...
  [ 32  63  59]
  [ 32  59  49]
  [ 26  55  43]]

 [[ 52  89  58]
  [ 43  78  44]
  [ 51  79  49]
  ...
  [ 42  79  83]
  [ 39  79  79]
  [ 43  84  76]]

 [[ 74 108  62]
  [ 67 102  53]
  [ 58  90  50]
  ...
  [ 42  77  90]
  [ 43  81  92]
  [ 28  69  69]]]",9,n9,input/training/n9/n9067.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[[[211 218 184]
  [209 217 181]
  [201 209 169]
  ...
  [162 158  61]
  [171 147 104]
  [144 132  92]]

 [[224 229 199]
  [218 223 191]
  [209 217 177]
  ...
  [202 188 141]
  [127 112  64]
  [213 189 156]]

 [[207 215 167]
  [180 188 132]
  [199 204 164]
  ...
  [225 208 164]
  [ 98  80  38]
  [158 174 129]]

 ...

 [[200 189 163]
  [155 135  92]
  [171 187 134]
  ...
  [151 164  94]
  [131 131  73]
  [106 123  65]]

 [[162 160 112]
  [157 154 108]
  [169 195  85]
  ...
  [121 135  70]
  [168 168  95]
  [133 147  95]]

 [[118 127  69]
  [162 181  91]
  [162 188  34]
  ...
  [125 142  72]
  [224 218 149]
  [144 140 104]]]",9,n9,input/training/n9/n9124.jpg
